MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135,MQ137
13,211,19,15,39,81,64,71,16,117
15,211,20,15,40,82,64,71,15,118
15,210,20,15,39,82,61,70,16,117
14,211,20,15,40,82,64,72,16,117
14,211,20,15,39,82,64,71,15,117
15,212,20,15,39,82,64,71,16,117
15,211,20,15,40,81,62,72,16,117
14,211,19,15,39,82,62,71,16,117
14,213,20,16,41,81,64,72,15,118
14,210,19,15,40,81,62,71,15,117
15,211,19,15,40,82,64,72,16,118
14,211,20,16,40,82,64,72,16,118
15,209,19,15,39,82,64,70,16,117
14,211,19,15,39,81,64,71,16,118
15,211,20,15,40,81,64,72,16,118
15,211,20,15,40,82,64,72,16,118
15,212,20,14,39,81,64,72,16,117
13,211,19,14,40,82,62,71,15,118
15,211,20,14,40,82,63,72,16,117
15,212,20,15,40,83,64,72,16,119
14,210,20,15,40,82,64,71,16,117
14,211,18,15,39,82,62,71,15,117
14,211,19,15,41,83,62,72,16,118
14,211,19,15,40,82,64,71,15,117
15,211,20,15,39,82,64,71,15,117
14,211,19,15,39,81,64,72,14,117
13,212,19,14,39,81,64,71,15,116
14,211,20,14,39,81,63,71,16,117
14,210,20,14,39,82,64,72,16,117
14,211,20,14,39,81,63,71,15,117
14,210,19,14,40,81,62,70,15,116
14,211,20,15,40,82,62,70,16,118
15,212,20,15,39,81,64,71,16,117
15,212,20,15,39,82,63,71,16,117
14,211,20,16,41,81,64,71,16,118
14,211,19,14,39,81,63,71,15,116
14,211,20,14,39,82,62,72,16,117
14,211,19,15,39,81,63,71,15,117
14,211,20,15,39,82,64,72,16,117
14,211,20,15,40,82,63,70,16,117
14,211,19,15,41,82,64,71,16,117
13,209,19,14,39,81,62,70,15,117
15,209,19,15,38,82,62,70,15,116
15,211,19,16,40,82,64,71,15,117
14,211,19,15,39,81,64,70,16,117
15,212,20,14,39,81,63,70,15,116
14,211,20,14,40,81,63,71,14,117
14,211,20,15,40,81,63,71,16,117
15,211,20,14,40,83,64,71,14,117
15,210,19,15,39,81,62,69,14,117
15,211,20,14,40,82,62,71,16,117
13,212,19,15,39,81,64,71,15,117
14,211,21,14,40,81,64,71,16,117
15,210,20,15,40,82,62,71,15,115
15,212,19,14,40,82,64,71,16,117
14,211,20,15,39,81,62,70,15,117
15,210,19,14,39,81,63,71,16,116
15,211,20,15,40,82,63,71,16,117
14,210,19,15,40,82,63,71,16,116
14,211,20,15,39,82,63,70,15,117
14,211,19,14,40,82,63,71,16,117
15,211,20,14,41,83,64,72,16,118
14,211,20,15,41,82,63,71,16,116
15,212,20,15,41,82,63,72,16,117
14,211,19,15,39,81,63,70,15,117
15,211,20,14,40,81,64,71,16,117
14,211,19,15,39,82,63,70,14,116
14,211,19,14,40,82,62,72,16,117
15,212,20,16,41,82,63,71,16,116
13,211,20,14,40,81,64,71,16,116
14,211,19,14,40,82,63,71,15,117
15,211,20,15,41,82,64,71,16,117
14,211,20,14,38,82,62,71,15,117
15,210,20,14,40,82,63,71,15,116
15,211,21,15,41,82,63,71,16,118
14,212,20,15,39,82,62,71,16,117
15,210,20,14,39,81,61,71,16,116
15,211,19,15,39,82,63,70,16,116
14,211,19,14,40,81,63,71,14,117
16,211,19,16,40,82,63,72,16,117
14,212,20,15,40,81,63,71,16,117
15,211,20,15,40,81,62,71,16,116
15,210,19,15,39,82,63,70,15,116
14,212,20,15,40,81,63,72,15,116
15,211,19,15,39,81,62,71,16,116
14,210,20,15,39,82,63,71,16,117
15,211,20,15,39,82,63,72,16,117
14,212,20,14,40,81,63,71,16,117
14,211,20,14,40,82,63,71,16,117
15,212,20,15,42,82,64,72,16,116
15,211,20,15,40,82,62,71,16,116
14,212,21,15,41,81,63,72,17,117
13,211,19,15,40,81,64,71,15,117
15,211,19,14,39,81,62,70,15,116
14,212,20,15,40,82,64,72,15,117
15,211,19,14,39,81,63,71,15,117
15,212,20,16,41,82,64,71,16,116
14,211,20,14,39,82,62,71,15,117
15,211,20,15,41,82,63,72,16,116
14,210,19,15,39,82,62,71,14,116
14,211,20,15,40,82,63,72,16,117
15,212,20,16,41,81,64,71,16,117
14,212,21,15,39,82,63,71,15,117
14,210,19,14,40,81,62,71,14,116
14,212,20,15,40,81,63,71,16,117
14,211,20,14,40,81,63,70,15,117
14,211,20,15,39,81,63,71,16,116
14,211,20,16,41,82,64,71,16,116
15,212,20,15,40,82,64,72,15,118
15,212,20,15,40,82,63,71,15,117
14,210,19,14,40,81,64,71,15,117
15,211,20,15,40,81,63,71,16,117
15,210,20,15,40,81,63,71,16,116
15,211,20,14,40,82,63,71,15,117
14,210,20,15,39,81,62,70,15,117
14,211,19,14,40,81,64,72,15,116
14,211,20,16,40,80,63,71,15,117
14,211,19,15,40,81,63,72,15,116
14,212,20,16,40,81,64,71,16,118
15,212,20,15,41,82,63,69,16,117
14,212,19,15,40,82,63,71,15,117
15,211,22,15,40,83,64,72,15,117
14,210,20,14,40,82,63,71,15,116
15,211,20,15,40,82,64,72,16,117
14,212,20,15,41,82,64,71,15,117
15,212,21,16,41,82,63,71,16,117
15,211,20,15,41,83,64,72,16,117
16,211,19,15,40,81,63,70,15,115
16,212,20,16,41,81,64,71,15,116
14,211,20,15,41,81,63,71,16,117
14,211,18,14,40,82,64,71,15,116
14,211,19,14,40,82,64,71,16,116
15,211,20,15,40,81,63,71,15,116
15,211,20,15,40,82,64,71,15,117
15,212,20,15,40,83,63,71,16,116
15,211,20,15,40,81,63,71,15,116
14,212,20,14,40,81,64,71,16,117
15,210,20,15,40,81,63,71,16,117
15,212,19,15,40,82,64,71,16,116
15,212,20,16,41,82,64,72,15,117
15,212,19,15,41,82,64,72,16,116
15,212,21,16,41,81,63,72,16,117
13,210,20,14,40,81,64,71,14,116
14,211,20,15,41,81,63,71,15,117
16,211,20,14,41,83,63,72,16,117
13,211,19,15,41,81,63,71,15,117
15,211,20,15,41,82,64,72,16,117
15,212,20,16,42,82,63,71,16,117
15,212,20,15,41,81,64,71,16,117
14,211,20,13,41,81,62,72,15,117
15,212,21,14,41,81,63,72,16,118
15,212,20,15,41,82,64,71,15,116
14,211,19,15,41,81,63,71,14,117
15,211,20,16,42,82,63,71,16,117
15,211,21,15,41,83,63,72,16,117
14,211,19,16,40,82,63,70,14,117
14,212,19,14,42,81,63,71,15,117
15,210,20,14,39,81,63,71,16,116
14,211,20,15,41,81,63,70,15,117
14,212,21,15,41,82,64,71,16,117
15,212,20,16,41,82,64,71,16,117
14,211,21,14,40,81,64,70,16,117
15,210,21,15,41,81,62,71,15,117
14,211,18,14,41,81,64,71,15,118
15,210,20,15,40,81,63,71,14,117
14,211,20,15,42,81,64,71,16,117
15,210,20,15,41,81,63,71,14,117
15,212,21,15,42,82,63,72,15,117
16,212,20,15,42,82,64,72,16,117
15,210,20,15,41,80,63,72,15,116
15,211,20,15,41,82,64,72,16,118
15,211,21,15,41,82,64,72,16,117
15,211,20,16,39,80,63,71,15,117
15,210,20,14,41,82,62,71,16,117
15,211,20,15,40,81,64,72,15,117
14,212,20,15,41,83,64,71,16,117
15,211,21,16,41,82,64,72,15,117
14,211,20,15,40,82,62,71,15,117
14,211,20,16,41,81,64,71,15,118
15,211,20,15,41,81,64,72,16,116
14,211,21,13,40,81,63,71,15,117
15,211,20,14,40,81,64,71,15,117
15,211,20,14,41,82,64,72,16,116
15,211,20,15,41,81,62,71,16,116
15,211,20,16,40,82,63,71,16,118
14,211,20,15,41,81,63,70,16,117
15,211,20,16,42,81,63,72,16,118
15,210,19,15,40,81,63,71,16,117
15,211,20,14,42,81,64,71,15,117
15,211,21,15,42,82,63,72,16,117
14,211,20,14,41,81,64,72,15,117
14,211,21,15,42,81,63,71,15,117
14,211,20,15,41,82,63,71,16,116
14,210,19,15,40,82,63,71,15,116
15,210,20,14,40,81,63,70,14,117
15,210,20,15,40,81,63,71,15,116
14,210,20,14,40,81,62,71,15,117
15,211,20,15,41,81,63,73,17,118
15,211,21,15,41,82,63,72,16,117
14,211,20,15,41,82,63,72,16,116
15,212,21,15,41,82,63,71,16,117
14,210,20,14,40,81,63,71,15,118
15,212,20,15,41,81,64,72,15,118
14,210,19,15,41,82,63,71,15,116
15,211,20,16,41,81,64,71,16,118
15,211,20,15,41,82,63,72,15,117
14,210,19,14,41,81,64,71,15,117
15,211,20,15,40,82,63,71,15,119
15,211,20,14,41,82,64,71,15,118
15,210,20,15,41,81,64,71,15,117
14,210,19,14,40,81,64,71,15,117
15,212,20,17,41,82,63,72,16,116
15,212,20,15,41,82,64,71,16,117
14,212,21,15,41,82,64,72,16,116
14,211,20,16,41,81,63,71,16,117
14,210,19,14,40,80,63,71,15,118
15,211,20,15,41,82,63,69,16,117
14,212,21,14,41,81,64,70,16,118
15,212,19,15,40,81,62,71,15,117
14,210,20,15,40,81,63,71,14,117
14,210,20,15,41,81,62,71,16,116
15,211,20,15,40,82,63,71,16,118
15,212,20,15,41,82,64,72,17,117
15,212,20,16,40,82,64,72,16,117
14,210,19,14,40,81,63,70,15,117
15,211,20,15,41,82,64,72,16,117
14,211,19,14,39,82,64,71,16,117
15,211,20,15,41,82,63,72,16,117
13,211,20,15,39,81,63,70,15,117
14,211,19,14,40,81,64,71,15,117
14,210,20,15,39,82,63,71,15,117
15,212,21,14,40,81,64,72,16,118
14,210,20,14,39,82,63,72,15,116
14,211,20,15,41,81,64,71,16,117
14,211,21,15,39,81,62,70,15,118
14,211,20,15,40,81,64,71,15,117
15,211,20,15,41,82,64,71,16,117
15,211,21,15,41,82,65,72,15,117
14,212,20,14,41,81,64,71,16,117
14,211,19,15,40,82,63,72,14,117
15,212,21,16,41,82,64,72,16,117
16,212,21,16,41,82,64,72,16,118
14,210,20,14,40,81,62,71,15,116
14,210,20,15,40,81,63,72,15,116
15,211,20,15,40,83,64,72,16,118
14,210,20,15,41,81,64,71,15,117
15,211,21,16,41,81,63,71,15,118
14,212,20,15,40,82,64,71,16,117
16,212,20,14,42,81,64,72,15,118
14,212,21,16,42,82,63,71,16,118
15,211,20,15,41,81,62,71,15,116
14,211,20,14,40,81,64,71,14,117
14,211,20,16,40,82,63,71,15,117
14,212,20,14,42,81,64,71,15,117
13,210,20,15,40,82,63,71,15,117
16,211,20,15,42,82,64,72,15,117
14,212,21,15,42,81,64,71,16,118
14,212,22,16,43,82,64,72,16,118
14,212,20,16,42,82,65,73,16,117
14,210,20,16,43,80,63,70,15,116
14,211,21,15,42,82,63,71,15,118
13,210,19,14,42,81,63,71,15,118
15,210,22,14,41,81,62,72,15,118
14,212,21,15,43,82,64,72,16,119
14,211,21,16,42,82,64,74,16,118
15,212,22,15,43,83,64,71,15,118
14,211,21,16,42,82,64,71,16,117
15,211,22,15,42,81,63,71,16,118
15,211,21,14,43,82,63,72,15,117
15,212,22,15,42,83,63,72,16,117
16,212,21,16,43,82,64,72,16,117
14,211,20,15,42,82,63,72,15,117
15,211,21,15,43,83,64,72,16,118
15,211,22,15,42,83,64,72,16,118
15,210,21,15,42,82,62,72,15,118
14,211,21,14,42,82,64,71,16,118
15,212,22,15,44,81,64,72,16,118
14,211,22,15,42,82,63,71,15,119
15,211,22,14,42,82,63,71,15,118
13,210,21,15,43,81,63,70,15,118
14,212,22,16,43,82,63,72,16,119
15,212,22,16,43,82,65,72,16,118
14,212,22,16,44,81,65,72,15,118
14,212,22,15,43,82,64,72,16,118
14,211,21,15,42,83,61,72,15,117
15,212,21,14,43,82,64,70,15,118
15,211,21,15,42,82,63,72,15,118
15,212,23,15,44,82,64,73,16,118
15,213,22,15,43,83,64,72,16,119
14,210,22,15,43,82,64,71,16,117
14,210,22,14,43,81,63,72,16,118
14,211,22,14,42,82,64,72,15,118
14,210,22,15,44,83,63,72,15,118
14,212,22,15,44,82,64,72,16,119
14,211,22,14,43,82,64,71,15,118
14,211,21,15,44,82,63,71,12,117
14,211,21,15,42,83,62,72,15,118
14,212,22,15,44,83,64,71,16,119
15,211,22,16,43,82,63,72,15,118
14,211,22,15,42,82,62,72,15,117
15,211,22,15,44,83,64,72,16,118
16,212,23,15,44,82,65,71,15,119
14,211,21,14,44,82,63,71,15,118
15,212,22,15,44,83,64,72,15,118
14,211,21,14,43,83,63,71,15,118
15,212,22,15,44,83,64,72,16,118
15,212,22,15,44,82,64,71,15,118
15,212,22,15,44,81,64,73,16,118
15,211,22,15,43,82,64,72,16,118
15,212,23,15,45,83,64,72,16,119
14,210,22,15,44,83,64,72,15,118
14,211,21,14,43,82,64,72,16,117
15,211,22,16,45,83,64,72,15,118
14,211,21,14,43,82,64,72,16,119
14,210,22,15,44,82,64,72,16,118
14,212,21,15,44,82,64,72,17,118
15,211,22,14,44,83,63,73,16,118
15,213,22,16,45,83,64,73,16,119
14,211,22,15,43,82,64,72,16,118
14,211,22,15,43,82,62,73,15,118
15,212,23,16,44,82,64,73,16,118
15,211,22,15,44,83,64,73,16,118
15,211,23,15,44,82,63,72,15,118
14,211,22,14,43,82,64,72,15,118
15,212,23,15,44,83,64,73,16,118
15,213,22,15,44,84,64,72,16,119
15,212,22,15,43,82,64,72,14,118
14,212,22,15,44,83,64,72,16,119
14,211,21,14,43,82,64,70,16,118
14,210,22,15,44,82,63,72,16,119
15,212,23,16,44,83,64,73,15,118
15,211,22,16,44,82,64,72,16,118
16,213,23,16,44,83,64,72,15,119
14,211,21,15,44,83,64,72,15,119
14,211,22,16,44,83,64,72,15,119
15,212,22,15,43,83,64,72,15,119
15,212,22,15,45,83,64,72,15,118
14,211,22,16,44,82,64,72,15,118
15,212,22,14,43,83,64,72,15,119
15,211,22,14,44,83,64,73,15,118
15,212,22,15,44,83,64,72,17,119
13,212,22,15,44,82,64,71,15,119
14,212,22,15,44,82,64,73,14,119
14,211,21,14,42,82,64,72,12,118
14,212,23,15,46,83,64,72,16,119
14,212,23,15,44,83,63,72,15,118
14,211,21,15,44,83,64,72,15,118
15,211,22,15,44,83,65,73,16,119
14,212,22,15,44,83,64,72,15,118
14,212,22,15,44,84,64,73,16,119
14,211,22,15,44,83,63,72,14,117
14,212,21,15,44,83,65,72,14,118
15,211,22,15,43,83,63,72,16,118
14,212,22,15,44,83,64,72,16,119
15,212,22,15,44,84,64,71,16,118
